group_name,loinc_code,component,system,standard_unit,source_units,conversion_factors,impossible_low,impossible_high,extreme_low,extreme_high,tier,needs_review,review_reason,matched_tests,patient_count,measurement_count
cholesterol_in_ldl,2089-1,Cholesterol.in LDL,Ser/Plas,mg/dL,MG/DL|nmol/L|mg/dl|mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"LDL (TEST:SCLDL)|LDL CHOLESTEROL SCREENING (TEST:FC500.7800)|LOW DENSITY LIPOPROTEIN (TEST:VCSQE-LDL)|DIRECT LDL,LL (TEST:MCLDLDIR)|LDL CHOLESTEROL (TEST:WC331.3120)|DIRECT LDL, S (TEST:FC81.8910)|ULTRA LOW DENSITY LIPOPROTEIN (TEST:MCULDL)|DIRECT LDL (TEST:WCDRLDL)|LDL CHOLESTEROL (CALC) (TEST:WC326.2415)|LDL (TEST:MCSQ-LDLC4)|LDL CHOLESTEROL (TEST:WC326.2410)|ULTRA LOW DENSITY LIPOPROTEIN (TEST:MCSQ-ULDL)|CALCULATED LDL BLOOD (TEST:EL:5290007152)|DIRECT LDL (TEST:MCSQ-LDLDR)|LDL CHOL (CALC) (TEST:FC500.7700)|LDL CHOLESTEROL (TEST:FC10.0317)|LOW DENSITY LIPOPROTEIN (TEST:MCSQ-LDL1)|LDL CHOLESTEROL (TEST:SC400.2585)|DIRECT LDL (TEST:FCDRLDL)|LOW DENSITY LIPOPROTEIN (TEST:MCLDL)|CLDL (TEST:BC1-56)|DIRECT LDL (TEST:BCDRLDL)|VAP RESULT (TEST:WC953.1212)|LDL BLOOD (TEST:EL:5200008004)|DIRECT LDL (TEST:NCDRLDL)|DIRECT LDL (TEST:EL:5290000528)|LDL (TEST:MCPOL200)|LDL CHOLESTEROL, DIRECT SERUM (TEST:FC50.0058)|LOW DENSITY LIPOPROTEIN (TEST:MC.LDL)|CALCULATED LDL (TEST:DCSQE-CLDL)|DIRECT LDL (TEST:MCSQ-DIRLDL)|LDL CHOL (DIRECT) (TEST:FC500.7950)|LDL CHOLESTEROL (TEST:WC331.3355)|CALCULATED LDL (TEST:WCCLDL)|CALCULATED LDL (TEST:WC954.1080)|LOW DENSITY LIPOPROTEIN,LL (TEST:MCLDL,LL)|LDL DIRECT, SERUM (TEST:WC652.0500)|LDL CHOLESTEROL SCREENING (TEST:FC500.7850)|LDL CHOL (DIRECT) (TEST:FC500.7900)|DIRECT LDL (TEST:DCSQE-DRLDL)|DLDL (TEST:BC1-1160)|DIRECT LDL (TEST:EL:5200004506)|LDL CHOL (CALC) (TEST:FC500.7750)|DIRECT LDL (TEST:MCSQ-LDLDIR)|LDL CHOLESTEROL (TEST:WC331.3100)|CALCULATED LDL (TEST:BCCLDL)|LDL (TEST:NCDLDL1)|LOW DENSITY LIPOPROTEIN (TEST:MCSQ-LDL)|CALCULATED LDL BLOOD (TEST:EL:5200003273)|LOW DENSITY LIPOPROTEIN (ULTRA),LL (TEST:MCLDU,LL)|LDL CHOLESTEROL (TEST:BCLPEP4)|TOTAL LDL PARTICLE CONCENTRATI (TEST:WC677.0774)|LDL (TEST:NCLDLR)|LOW DENSITY LIPOPROTEIN (TEST:NCSQE-LDL)|LDL CHOLESTEROL SCREENING (TEST:FC10.1696)|LOW DENSITY LIPOPROTEIN (TEST:FCLDL)|DIRECT LDL (TEST:VCSQE-DRLDL)|DIRECT LDL (TEST:MCSQ-DRLDL)|DIRECT LDL (TEST:NCSQE-DRLDL)",2117,57556
cholesterol_in_ldl_real_size_pattern,47213-4,Cholesterol.in LDL real size pattern,Ser/Plas,,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,INTERPRETATION (TEST:WC954.1060),1,2
cholesterol_in_vldl,2091-7,Cholesterol.in VLDL,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"VLDL BLOOD (TEST:EL:5200015348)|VERY LOW DENSITY LIPOPROTEIN,LL (TEST:WCVLDL)|VERY LOW DENSITY LIPOPROTEIN,LL (TEST:BCVLDL)|VLDL, CALCULATED (TEST:BCLPEP5)|VLDL (TEST:BC1-136)|VERY LOW DENSITY LIPOPROTEIN (TEST:DCSQE-VLDL)",1574,17094
cholesterol_non_hdl,43396-1,Cholesterol.non HDL,Ser/Plas,mg/dL,MG/DL|mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,NON-HDL CHOLESTEROL (TEST:WCNHDLC)|NON-HDL CHOLESTEROL (TEST:WC954.1085)|NON-HDL CHOLESTEROL (TEST:NCNHDLC)|NON HDL CHOLESTEROL BLOOD (TEST:EL:5290007150)|NON-HDL CHOLESTEROL (TEST:NCSQE-NHDLC)|NON-HDL CHOLESTEROL (TEST:MCSQ-NHDLC)|NON-HDL CHOLESTEROL (TEST:SCNHDLC)|NON-HDL CHOLESTEROL (TEST:VCSQE-NHDLC)|NON-HDL CHOLESTEROL BLOOD (TEST:EL:5200016045),2087,18299
cholesterol_total/cholesterol_in_hdl,9830-1,Cholesterol.total/Cholesterol.in HDL,Ser/Plas,ratio,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CARDIAC RISK RATIO (TEST:VCSQE-CRISK)|CARDIAC RISK RATIO (TEST:WCCRISK)|CARD R.R. (TEST:MCPOL201)|CARDIAC RISK RATIO (TEST:SCCRISK)|CARDIAC RISK RATIO (TEST:MCSQ-CRISK1)|CARDIAC RISK RATIO (TEST:NCSQE-CRISK)|(TEST:BC1-1813)|CARDIAC RISK RATIO (TEST:FCCRISK)|CARD R.R. (TEST:MCSQ-CARD4)|CHOL/HDL (TEST:NCCHHDL)|CHOL/HDL RATIO (TEST:WC331.3200)|CARDIAC RISK RATIO (TEST:EL:5200003795)|CARDIAC RISK RATIO (TEST:MCSQ-CRISK)|CHOL/HDL RATIO (TEST:WC326.2420)|CARDIAC RISK RATIO (TEST:BCCRISK)|CARDIAC RISK RATIO (TEST:DCSQE-CRISK)|CARDIAC RISK RATIO (TEST:MCC RISK),3625,46873
cholr_interpretation_test_wc331.3370,,,,,,{},0.0,9999.0,0.0,9999.0,3,False,,INTERPRETATION (TEST:WC601.88001)|INTERPRETATION BLOOD (TEST:EL:5200017527)|INTERPRETATION (TEST:MCSQ-PLABN2)|CHOLR INTERPRETATION (TEST:WC331.3370)|INTERPRETATION (TEST:WC601.90001)|INTERPRETATION (TEST:MCSQ-CBPAN2)|INTERPRETATION (TEST:BCPLABN2),51,146
co-ox-site_test_ncsite,,,,,,{},0.0,9999.0,0.0,9999.0,3,True,singleton,CO-OX-SITE (TEST:NCSITE),3,3
coagulation_dilute_russell_viper_venom_induced,6303-2,Coagulation dilute Russell viper venom induced,PPP,s,ratio|SEC|RATIO|sec,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,DRVVT SCREEN RATIO (TEST:SCLUP4)|DRVVT SCREEN RATIO (TEST:FC70.0800)|DRVVT SCREEN (TEST:NCDRVVTS)|DRVVT SCREEN (TEST:DHSQE-DRVSCR)|DRVVT (TEST:NHDRVVT)|DRVVT (TEST:NCDRVVT)|DRVVT SCREEN (TEST:FC50.5061)|RVV (TEST:BH1-168)|DRVVT SCREEN (TEST:BH1-532)|DRVVT SCREEN (TEST:NHDRVVTS)|DRVVT SCREEN RATIO (TEST:FCLUP4)|DRVVT SCREEN BLOOD (TEST:EL:5290006803)|DRVVT SCREEN RATIO (TEST:MCSQ-LUP4)|DIL VIPER VENOM TEST (TEST:MHDVVT)|DRVVT SCREEN RATIO (TEST:NCSQE-LUP4),70,331
coagulation_dilute_russell_viper_venom_induced/coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,50410-0,Coagulation dilute Russell viper venom induced/Coagulation dilute Russell viper venom induced.excess phospholipid,PPP,,ratio,{'ratio': 1.0},0.0,9999.0,0.0,9999.0,1,False,,DRVT CONFIRM RATIO (TEST:FCDRVTCC)|DRVT CONFIRM RATIO (TEST:EL:5200004515)|DRVVT CONFIRMATION BLOOD (TEST:EL:5290006805)|DRVT CONFIRM RATIO (TEST:MCSQ-DRVTCC)|DRVT CONFIRM RATIO (TEST:SCDRVTCC),13,26
coagulation_dilute_russell_viper_venom_induced_actual/normal,15359-3,Coagulation dilute Russell viper venom induced actual/Normal,PPP,%,ratio,{'ratio': 1.0},0.0,9999.0,0.0,9999.0,1,False,,DRVVT SCREEN RATIO (TEST:MCSQ-ALUPP5)|DRVVT MIX RATIO (TEST:FC70.0900)|DRVVT SCREEN RATIO BLOOD (TEST:EL:5290007134)|DIL RUSS VIP VENOM (TEST:MCSQ-DRVV)|DRVVT CONFIRM RATIO (TEST:FC70.1000)|DRVVT SCREEN RATIO (TEST:NCSQE-ALUPP5)|DRVT CONFIRM RATIO (TEST:NCSQE-DRVTCC)|DRVVT MIX RATIO (TEST:EL:5200004519),40,139
coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,52756-4,Coagulation dilute Russell viper venom induced.excess phospholipid,PPP,s,SEC,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,DRVVT CONFIRMATION (TEST:NHDRVVTC)|DRVVT CONFIRM (TEST:BHDRVCON)|DRVVT CONFIRM (TEST:FHDRVCON)|DRVVT SCREEN (TEST:BHDRVSCR)|DRVVT (CONFIRM) BLOOD (TEST:EL:5200004513)|DRVVT CONFIRM (TEST:DHSQE-DRVCON)|DRVVT CONFIRMATION (TEST:NCDRVVTC)|DRVVT (SCREEN) (TEST:EL:5200004514)|DRVVT CONFIRM (TEST:BH1-533)|DRVVT SCREEN (TEST:FHDRVSCR),230,1300
coagulation_factor_ix_activity_actual/normal,3187-2,Coagulation factor IX activity actual/Normal,PPP,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"FACTOR IX ACTIVITY (TEST:EL:5200004938)|FACTOR IX (TEST:EL:5200005531)|COAG FACTOR IX ASSAY, P (TEST:FC70.1900)|FACTOR IX (TEST:BHFIX)|FACTOR IX (TEST:MHSQ-FIX)|FACTOR IX (TEST:VHSQE-FIX)|FACTOR IX (TEST:NCSQE-F91)|FACTOR IX (TEST:NHFIX)|IX LEV (TEST:BH1-71)|FACTOR IX (TEST:DHSQE-FIX)|FACTOR IX (TEST:NCFIX)",80,257
coagulation_factor_v_activity_actual/normal,3193-0,Coagulation factor V activity actual/Normal,PPP,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"COAG FACTOR V ASSAY, P (TEST:FC70.1600)|V LEV (TEST:BH1-67)|FACTOR V ACTIVITY (TEST:EL:5200004961)|FACTOR 5, PLASMA (TEST:WC601.6406)|FACTOR V (TEST:MHSQ-FV)|FACTOR V (TEST:BHFV)|FACTOR V (TEST:FHFV)|FACTOR V (TEST:VHSQE-FV)|FACTOR V (TEST:EL:5200006090)|FACTOR V (TEST:NCSQE-FACTV1)|FACTOR V (TEST:DHSQE-FV)",51,204
coagulation_factor_vii_activity,3199-7,Coagulation factor VII activity,PPP,,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,VII LEV (TEST:BH1-68),4,20
coagulation_factor_vii_activity_actual/normal,3198-9,Coagulation factor VII activity actual/Normal,PPP,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"COAG FACTOR VII ASSAY, P (TEST:EL:5200004930)|FACTOR VII (TEST:NCFVIIT)|FACTOR VII (TEST:EL:5200006093)|COAG FACTOR VII ASSAY, P (TEST:NCSQE-F71)|FACTOR VII (TEST:MHSQ-FVII)|COAG FACTOR VII ASSAY, P (TEST:FC70.1500)|FACTOR VII (TEST:BHFVII)|FACTOR VII (TEST:DHSQE-FVII)",55,198
coagulation_factor_viii_activity_actual/normal,3209-4,Coagulation factor VIII activity actual/Normal,PPP,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"FACTOR VIII (TEST:MHSQ-FVIII)|VIII:C (TEST:BH1-75)|COAG FACTOR VIII ACTIVITY ASSA (TEST:FC73.2100)|FACTOR VIII ACTIVITY (TEST:MCSQ-F8T)|FACTOR VIII (TEST:VHSQE-FVIII)|FACTOR VIII (TEST:NCF8T)|COAG FACTOR 8 ACTIVITY ASSAY, (TEST:FC70.2400)|FACTOR VIII ASSAY (TEST:WH201.1900)|FACTOR VIII, ACTIVITY (TEST:EL:5290006288)|FACTOR VIII (TEST:NHF8T)|FACTOR VIII ACTIVITY BLOOD (TEST:EL:5200004937)|FACTOR VIII CHROMOGENIC ACTIVITY (TEST:EL:5230000216)|VIII LEV (TEST:BH1-70)|FACTOR VIII (TEST:NHFVIII)|FACTOR VIII ACTIVITY (TEST:NCSQE-F8T)|FACTOR VIII (TEST:MHFVIII)|FACTOR VIII AG, PLASMA (TEST:WC601.6112)|FACTOR VIII (TEST:DHSQE-FVIII)|FACTOR VIII (TEST:FHFVIII)|FACTOR VIII BLOOD (TEST:EL:5200006094)|FACTOR VIII (TEST:WHFVIII)|FACTOR VIII (TEST:BHFVIII)",281,1296
coagulation_factor_x_activated_activity,3217-7,Coagulation factor X activated activity,PPP,,%|U/mL,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,FACTOR XA LEVEL (TEST:FC69.3000)|X (TEST:BH1-85),3,7
coagulation_factor_x_activity_actual/normal,33984-6,Coagulation factor X activity actual/Normal,PPP,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"CHROMOGENIC FACTOR X (TEST:BCFXCH1)|COAG FACTOR X ASSAY, P (TEST:FC70.1800)|X LEV (TEST:BH1-69)|CHROMOGENIC FACTOR X (TEST:EL:5200003070)|FACTOR X (TEST:NHFXT)|CHRMO FCTR X (TEST:BC1-1611)|CHROMOGENIC FACTOR X (TEST:NHCHRMF1)|CHROMOGENIC FACTOR X BLOOD (TEST:EL:5200006115)|FACTOR X (TEST:BHFX)|CHROMOGENIC FACTOR X (TEST:FCFXCH1)|FACTOR X (TEST:EL:5200006104)|FACTOR X ACTIVITY (TEST:EL:5200004911)|FACTOR X (TEST:FHFX)|FACTOR X (TEST:DHSQE-FX)|SP COAG COMMENT: (TEST:EL:5200012724)|FACTOR X (TEST:MHSQ-FX)|FACTOR X (TEST:NCFXT)|CHROMOGENIC FACTOR X (TEST:MHSQ-CFX)|FACTOR 10, PLASMA (TEST:WC601.6017)",70,926
coagulation_factor_xi_activity_actual/normal,3226-8,Coagulation factor XI activity actual/Normal,PPP,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"FACTOR XI (TEST:BHFXI)|FACTOR XI ACTIVITY (TEST:EL:5200004912)|FACTOR XI ASSAY, PLASMA (TEST:WC201.2450)|FACTOR XI (TEST:DHSQE-FXI)|COAG FACTOR XI ASSAY,  P (TEST:FC70.2000)|FACTOR XI (TEST:MHSQ-FXI)|XI LEV (TEST:BH1-72)|FACTOR XI (TEST:WHFXI)|FACTOR XI (TEST:NCFXIT)|FACTOR XI (TEST:FHFXI)|FACTOR XI (TEST:EL:5200006117)|FACTOR XI (TEST:NCSQE-F111)|FACTOR XI (TEST:VHSQE-FXI)|FACTOR XI (TEST:NHFXIT)",95,261
coagulation_factor_xii_activity_actual/normal,3232-6,Coagulation factor XII activity actual/Normal,PPP,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"FACTOR XII (TEST:BHFXII)|FACTOR XII (TEST:DHSQE-FXII)|XII LEV (TEST:BH1-73)|FACTOR 12, PLASMA (TEST:WC201.2511)|FACTOR XII (TEST:VHSQE-FXII)|FACTOR XII (TEST:MHSQ-FXII)|COAG FACTOR 12 ASSAY, P (TEST:FC70.2500)|FACTOR XII (TEST:FHFXII)|FACTOR XII (TEST:EL:5200006118)|FACTOR XII ACTIVITY (TEST:EL:5200004913)|FACTOR XII (TEST:NCFXIIT)|FACTOR XII (TEST:NCSQE-F121)",37,112
coagulation_factor_xiii_ag_actual/normal,3239-1,Coagulation factor XIII Ag actual/Normal,PPP,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,FACTOR XIII ANTIGEN (TEST:EL:5230000215),10,16
coagulation_factor_xiii_coagulum_dissolution_at_24h,3241-7,Coagulation factor XIII coagulum dissolution at 24H,PPP,,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,FACTOR XIII SCREEN (TEST:WH201.2600)|XIII SCR (TEST:BH1-63)|FACTOR XIII SCREEN (TEST:EL:5200006119)|FACTOR XIII SCREEN (TEST:MHSQ-FXIIIS)|FACTOR XIII SCREEN (TEST:BHFXIIIS)|FACTOR XIII SCREEN (TEST:DHSQE-FXIIIS),15,37
coagulation_reptilase_induced,6683-7,Coagulation reptilase induced,PPP,s,s|SECS|PAT/CTL|sec|sec.,{'sec.': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"REPTILASE TIME (TEST:DHSQE-REPT)|REPTILASE TIME BLOOD (TEST:EL:5290006799)|REPTILASE TIME BLOOD (TEST:EL:5200012177)|REPTILASE TIME, P (TEST:FCRPTL1)|REPTILASE TIME (TEST:FC70.1200)|REPTILASE TIME (TEST:MHREPT)|REPTILASE TIME (TEST:MHSQ-REPT)|REPTILASE TIME, P (TEST:NCSQE-RPTL1)|REPTILASE TIME (TEST:BHREPT)|REPTILASE TIME (TEST:BH1-170)|REPTILASE TIME (TEST:NCRPTL1)|REPTILASE TIME, P (TEST:EL:5200012499)|REPTILASE TIME (TEST:MH194)",8,69
coagulation_specialist_review,69049-5,Coagulation specialist review,XXX,,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,INTERPRETATION SPEC COAG (TEST:BH1-468)|PTNT INTERPRETATION BLOOD (TEST:EL:5200011251)|THROMBOPHILIA INTERP (TEST:MCSQ-AATHR1)|REVIEWED BY: (TEST:FCLUP6)|F5DNA INTERPRETATION (TEST:BCF5DNA2)|SP.COAG.INTERP (TEST:DHSQE-BWSCI)|PTNT INTERPRETATION (TEST:DCSQE-PTNTB2)|SPECIAL COAG INTERP. (TEST:EL:5200012744)|SPECIAL COAG INTERP (TEST:MHSCLINT)|REVIEWED BY: (TEST:MCSQ-LUP6)|SPEC COAG INTERP 2 (TEST:NCCCC2)|REVIEWED BY: (TEST:SCLUP6)|PTNT INTERP (TEST:NCPTNTI)|ADAMTS13 INTERP (TEST:WCMADMIN)|SP.COAG.INTERP (TEST:BHBWSCI)|INTERPRETATION (TEST:WC201.3260)|SPECIAL COAG INTERP (TEST:MHSQ-SCLINT)|SPECIAL COAG INTERP (TEST:WHSCLINT)|ADAMTS13 INTERP (TEST:MCSQ-MADMIN)|SPECIAL COAG INTERP (TEST:VHSQE-SCLINT)|REVIEWED BY: (TEST:NCSQE-LUP6)|THROMBOPHILIA INTERP (TEST:NCSQE-AATHR1)|SPECIAL COAG INTERPRETATION (TEST:FCCCC2)|SP.COAG.INTERP (TEST:FHBWSCI)|SP.COAG.INTERP (TEST:EL:52000157245)|PTNT INTERPRETATION (TEST:BCPTNTB2)|ADAMTS13 INTERP BLOOD (TEST:EL:5200008453)|PTNT INTERPRETATION (TEST:MCSQ-PTNTB2)|THROMBOPHILIA INTERPRETATION BLOOD (TEST:EL:5230000359)|SPECIAL COAG INTERPRETATION (TEST:NCSQE-CCC2)|SPECIAL COAG INTERPRETATION (TEST:SCCCC2),1196,7775
coagulation_surface_induced,3173-2,Coagulation surface induced,Bld,s,SEC|Seconds|sec|SECONDS,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"ACTIVATED PARTIAL THROMBOPL TIME, P (TEST:FCLUP3)|PTT AFTER HEPZYME (TEST:WHZPTTHZ)|PTT MIXING STUDY (TEST:BH1-560)|STACLOT APTT (TEST:EL:5200012674)|APTT (TEST:WHZPTT)|APTT (TEST:WHPTT)|ACTIVATED PARTIAL THROMBOPL TIME, P (TEST:SCLUP3)|PTT (TEST:BH1-49)|APTT (TEST:EL:5210000396)|PTT AFTER HEPZYME (TEST:EL:5210000397)|APTT (TEST:MHSQ-ZPTT)|PTT (LAC) SCREEN (TEST:FC50.5059)|PTT MIXING STUDY (TEST:EL:5200011275)|SUPERSTAT APTT (TEST:MHXPTT)|PTT (TEST:FH20.0425)|ACTIVATED PARTIAL THROMBOPLASTIN TIME BLOOD (TEST:EL:5290007133)|APTT (TEST:FHPTT)|PTT MIXING STUDY (TEST:MHSQ-PTTMX)|APTT (TEST:DHSQE-PTT)|PTT (TEST:MH132)|PTT (TEST:SH200.0500)|APTT (X2) (TEST:MHPTT-X2)|APTT (TEST:NHAPTT1)|APTT (TEST:MHMCAPTT)|ACT PARTIAL THROMBOPLASTIN TIM (TEST:FC70.0400)|ACTIVATED PARTIAL THROMBOPL TIME, P (TEST:MCSQ-LUP3)|APTT (TEST:EL:5200011266)|APTT (TEST:DCSQE-PTT)|APTT (TEST:VHSQE-ZPTT)|APTT (TEST:MHPTTMDA)|ACT PART THROMB TIME (TEST:NCSQE-ALUPP4)|APTT (TEST:NHSQE-ZPTT)|APTT (TEST:MHAPTT)|APTT AFTER HEPZYME (TEST:BHPTTHPZ)|PTT (TEST:WH201.0400)|APTT AFTER HEPZYME (TEST:MHSQ-PTTHPZ)|APTT (TEST:BHPTT)|PTT AFTER HEPZYME (TEST:EL:5200011271)|APTT (TEST:NHSQE-PTT)|PTT MIXING STUDY (TEST:BHPTTMX)|PTT MIXING STUDY (TEST:DHSQE-PTTMX)|PTT (TEST:FC20.0426)|APTT (TEST:NCAPTT1)|APTT (TEST:VHSQE-PTT)|APTT (TEST:NCAPTT)|APTT (TEST:MHPTT)|STACLOT APTT (TEST:NCSTAPTT)|APTT (TEST:NHAPTT)|APTT (TEST:SHPTT)|ACTIVATED PARTIAL THROMBOPL TIME, P (TEST:NCSQE-LUP3)|APTT (TEST:MHSQ-PTT)|PTT AFTER HEPZYME (TEST:MHSQ-ZPTTHZ)|SUPERSTAT APTT (TEST:MHSQ-XPTT)|ACT PART THROMB TIME (TEST:MCSQ-ALUPP4)",4642,305177
coagulation_surface_induced^post_heparin_neutralization,52123-7,Coagulation surface induced^post heparin neutralization,PPP,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PTT-D HEPARIN NEUTRALIZED BLOOD (TEST:EL:5290006800),3,5
coagulation_surface_induced_factor_substitution^immediately_after_addition_of_normal_plasma,5946-9,Coagulation surface induced.factor substitution^immediately after addition of normal plasma,PPP,s,s|SEC|sec,{'SEC': 1.0},0.0,9999.0,0.0,9999.0,1,False,,APTT MIX 1:1 (TEST:FC70.0500)|APTT MIX 1:1 (TEST:EL:5200001554)|PTT NORMAL POOL MIX (TEST:NHPTTMSP)|APTT MIX 1:1 (TEST:NCSQE-APTTM)|PTT-D 1:1 MIX BLOOD (TEST:EL:5290006801)|APTT MIX 1:1 (TEST:NCAPTTM),17,81
coagulation_surface_induced_hexagonal_phase_phospholipid,33930-9,Coagulation surface induced.hexagonal phase phospholipid,PPP,s,SEC|sec,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,STACLOT APTT (TEST:FC70.2600)|LUPUS CONFIRM (TEST:MHSQ-LACONF)|HEXAGONAL PHOSPHOLIPID NEUTRAL REFLEX BLOOD (TEST:EL:5290006806)|STACLOT APTT (TEST:NCSQE-SAPTT)|LUPUS CONFIRM (TEST:BHLACONF)|HEX PHOSPHOLIPID NEUT (TEST:NHHPNEUT)|LUPUS ANTICOAGULANT (TEST:MHSQ-HEXPH)|LUPUS ANTICOAGULANT (TEST:VHSQE-HEXPH)|LUPUS ANTICOAGULANT SCREEN (TEST:WC601.7540)|STACLOT DELTA (TEST:EL:5200012770)|LUPUS CONFIRM (TEST:FHLACONF)|HEX PHOSPHOLIP NEUT (TEST:NCHPNEUT)|LUPUS ANTICOAGULANT (TEST:WHHEXPH)|LUPUS ANTICOAGULANT (HEXAGONAL PHASE) (TEST:EL:5200006731)|LUPUS ANTICOAGULANT (CONFIRM) (TEST:EL:5200007882)|LUP CONF (TEST:BH1-277)|LUPUS CONFIRM (TEST:DHSQE-LACONF),342,1557
coagulation_surface_induced_lupus_sensitive,34571-0,Coagulation surface induced.lupus sensitive,PPP,s,sec,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PTT-LA (TEST:MCSQ-PTTLA)|PTT-LA (TEST:NHSQE-PTTLA)|LUPUS SCREEN (TEST:FHLASCR)|LUPUS SCREEN (TEST:BHLASCR)|PTT-LA (TEST:MHPTT-LA)|PTT-LA SCREEN (PTT-D) BLOOD (TEST:EL:5290006797)|LUP SCR (TEST:BH1-275)|PTT-LA (TEST:EL:5200011274)|PTT-LA (TEST:VHSQE-PTTLA)|PTT-LA (TEST:BHPTTLA)|LUPUS ANTICOAGULANT (SCREEN) (TEST:EL:5200007922)|PTT-LA (TEST:WCPTTLA)|PTT-LA (TEST:MHSQ-PTTLA)|PTT-LA (TEST:WHPTTLA),932,4405
coagulation_thrombin_induced,3243-3,Coagulation thrombin induced,PPP,s,PAT/CTL|SEC|sec|sec.,{'sec.': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"TT (TEST:BH1-51)|THROMBIN TIME PAT (TEST:NHTTPT)|THROMBIN TIME (TEST:MHSQ-TT)|THROMBIN TIME (TEST:NHTT1)|THROMBIN TIME (TEST:MHTT)|THROMBIN TIME (TEST:DHSQE-TT)|THROMBIN TIME (TEST:EL:5200014188)|THROMBIN TIME, P (TEST:NCSQE-TTP1)|THROMBIN TIME (TEST:NHSQE-TT)|THROMBIN TIME, P (TEST:FCTTP1)|THROMBIN TIME MIX (TEST:WH201.0800)|THROMBIN TIME (TEST:BHTT)|THROMBIN TIME BLOOD (TEST:EL:5290006798)|THROMBIN TIME (TEST:MH134)|THROMBIN TIME, P (TEST:SCTTP1)|THROMBIN TIME (TEST:WH201.0700)|THROMBIN TIME PAT (TEST:NCTTPT)",55,373
coagulation_thrombin_induced^after_addition_of_heparinase,46224-2,Coagulation thrombin induced^after addition of heparinase,PPP,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,HEPZYME THROMBIN TIME (TEST:EL:5200014198)|HEPZYME THROMBIN TIME (TEST:MHSQ-TTHZ),9,27
coagulation_thrombin_induced_factor_substitution^immediately_after_addition_of_bovine_thrombin,46717-5,Coagulation thrombin induced.factor substitution^immediately after addition of bovine thrombin,PPP,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,THROMBIN TIME (BOVINE) (TEST:EL:5290007136)|THROMBIN TIME BOVINE (TEST:MCSQ-TTSC)|THROMBIN TIME (BOVINE) (TEST:FC70.1100)|THROMBIN TIME BOVINE (TEST:NCSQE-TTSC),30,73
coagulation_thrombin_induced_factor_substitution^immediately_after_addition_of_protamine_sulfate,33673-5,Coagulation thrombin induced.factor substitution^immediately after addition of protamine sulfate,PPP,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PROTAMINE SULFATE (HEPABSORB) (TEST:BH1-99),3,5
